sentence,ner
"Bolivia -",B-LOC O
"Ai gjithashtu ishte ne formacionin me te mire nga UEFA .",O O O O O O O O O B-ORG O
"Sistemi i Miletit",B-ORG I-ORG I-ORG
"Irlanda",B-LOC
"Ata më vonë do të njihen si Dream Theater .",O O O O O O O B-ORG I-ORG O
"Dështaku roman me Autor Dritëro Agolli .",O O O O B-PER I-PER O
"Bangladeshi",B-LOC
"Amigas y rivales",B-ORG I-ORG I-ORG
"President - Thomas Klestil ( 1992–2004 )",O O B-PER I-PER O O O
"E vetmja kulturë tjetër parahistorike e që ka arritur temperatura kaq të larta është ajo e Egjiptit të Lashtë .",O O O O O O O O O O O O O O O O B-LOC I-LOC I-LOC O
"Kryeministër - Jean Chrétien ( 1993–2003 )",O O B-PER I-PER O O O
"Celtic Frost",B-ORG I-ORG
"Mosrespektimi i saj dhe aftësitë e saja të mëdha për humor ia mundësuan asjë shoqërimin me yje të mëdha të filmit , si Marlonom Brandon , por nuk është pajtuar me regjisorin Elia Kazan , i cili nuk kishte mendime të mira për te .",O O O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O O B-PER I-PER O O O O O O O O O O O
"Beliza",B-LOC
"Agim Qirjaqi ... ... .. zoti Vasilikos",B-PER I-PER O O O O O
"Australia -",B-LOC O
"Liquid Tension Experiment 2",B-ORG I-ORG I-ORG I-ORG
"Didam është kryeqendra e komunës .",B-LOC O O O O O
"Arabia Saudite -",B-LOC I-LOC O
"Senegali",B-LOC
"Të gjithë këta lojtar ishin në listën e lojtarëve për të luajtur në Kupën e Botës .",O O O O O O O O O O O O O B-ORG I-ORG I-ORG O
"Aishwarya Rai Shah Rukh Khan",B-PER I-PER B-PER I-PER I-PER
"Mauritiusi",B-LOC
"Konsullata - Napoleon Bonaparte , Konsulli i parë ( 1799–1804 )",O O B-PER I-PER O O O O O O O
"Me një letër iu drejtua Mehmet Konicës , i cili në atë kohë ishte një nga anëtarët e Këshillit Mbretëror , madje iu drejtua edhe Mbretit , duke ia shfaqur me plot sinqeritet mendimet , dëshirat , idetë e idealet e veta .",O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Pas një fillimi të vështirë , ai u vendos në anën e majtë të mbrojtjes të skuadrës , për tu bërë një titullar i padiskutueshëm nën urdhërat e trajnerit Carlo Ancelotti .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O
"Zyra Federative e Hetimit Amerikan",B-ORG I-ORG I-ORG I-ORG I-ORG
"Kadri Roshi ... Parandili",B-PER I-PER O O
"20px]] F1 Indianapolis 500 - 1951",O B-ORG I-ORG I-ORG I-ORG I-ORG
"Kancelar - Konrad Adenauer ( 1949–1963 )",O O B-PER I-PER O O O
"Selia e kompanisë është në New York City .",O O O O O B-LOC I-LOC I-LOC O
"RIDREJTO Kombëtarja gjermane e futbollit",O B-ORG I-ORG I-ORG I-ORG
"RIDREJTO Partia Balli Kombëtar Shqiptar",O B-ORG I-ORG I-ORG I-ORG
"Kaarina ( )",B-LOC O O
"RIDREJTO 20 Lekë ( 1996 )",O B-ORG I-ORG I-ORG I-ORG I-ORG
"Nigeria",B-LOC
"RIDREJTO Njësia administrative Qerret",O B-LOC I-LOC I-LOC
"RIDREJTO Ebu Rejhan el Biruni",O B-ORG I-ORG I-ORG I-ORG
"Michael Steiner ( 2002–2003 )",B-PER I-PER O O O
"Burundi",B-LOC
"Kancelar - Werner Faymann ( 2008–sot )",O O B-PER I-PER O O O
"Ky regjion karakterizohet dhe njihet si regjioni me të reshura mesatare vjetore më të mëdha në Evropë .",O O O O O O O O O O O O O O O O B-LOC O
"RIDREJTO Rruga e Arbrit ( rrugë )",O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"Mali i Zi -",B-LOC I-LOC I-LOC O
"*Kryetari i Shtetit - Francisco Franco ( 1936–1975 )",O O O O B-PER I-PER O O O
"President - Heinz Fischer ( 2004–sot )",O O B-PER I-PER O O O
"Koke ka lindur në Madrid .",O O O O B-LOC O
"Indonezia",B-LOC
"Kryetari i Shtetit - Josip Broz Tito ( 1953–1980 )",O O O O B-PER I-PER I-PER O O O
"Ishujt Solomon -",B-LOC I-LOC O
"Spanja –",B-LOC O
"Konfederata Gjermane ( 1815–1866 )",B-ORG I-ORG O O O
"Kepi i Gjelbër",B-LOC I-LOC I-LOC
"Václav Havel ( 1993–2003 )",B-PER I-PER O O O
"Përplasësi i Madh i Hadroneve",B-ORG I-ORG I-ORG I-ORG I-ORG
"Bosnja dhe Hercegovina",B-LOC I-LOC I-LOC
"Facebook ne krye me Mark Zuckerberg tha qe Facebook “ishte e angazhuar ne ndertimin dhe zhvillimin e Instagramit ne menyre te pavarur” , ne kontrast me ate se çfare po ndodhte ne te vertete , pasi shpesh shihej qe nuk ishin aspak te interesuar ne ate rruge .",B-ORG O O O B-PER I-PER O O B-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Carl Ritter von Ghega",B-ORG I-ORG I-ORG I-ORG
"Presidenti - Richard Nixon ( 1969–1974 )",O O B-PER I-PER O O O
"Rubens Barrichello",B-PER I-PER
"Sipas tyre , emri Paramithia do të thotë është një qytezë që ndodhet përpara lumit Thiam ( Para-mi-thiamis ) , e cila pas shekujve u përfunduar në Paramithi .",O O O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O
"Profili zyrtarë në Facebook",O O O B-ORG
"Sofisti Pitagora ishte i mendimit se e tërë problematika shkencore e filozofike duhet t’i subordinohet problematikës antropologjike , meqë “njeriu është masa e çdo gjëje” .",O B-PER O O O O O O O O O O O O O O O O O O O O O O O O
"Shkëlzen Gashi",B-PER I-PER
"Xavi",B-PER
"Jo-partiak ( Mbështetur nga Aleanca për Ardhmërinë e Kosovës )",O O O O B-ORG I-ORG I-ORG I-ORG I-ORG O
"KF Tirana",B-ORG I-ORG
"Warner Bros . / New Line Cinema",B-ORG I-ORG I-ORG O B-ORG I-ORG I-ORG
"Juan Manuel Fangio",B-PER I-PER I-PER
"Sevilla FC",B-ORG I-ORG
"Pallati i Kulturës",B-ORG I-ORG I-ORG
"Dominika",B-LOC
"Ato do riprezantojnë Kroacinë në Festivalin Evropian të Këngës 2010 në Oslo me këngën Lako je sve ( Gjithçka është e lehtë ) .",O O O B-LOC O B-ORG I-ORG I-ORG I-ORG I-ORG O B-LOC O O B-ORG I-ORG I-ORG O O O O O O O
"David Beckham O.B.E .",B-PER I-PER O O
"FC Barcelona",B-ORG I-ORG
"Mohamed Farrah Aidid ( 1995–1996 )",B-PER I-PER I-PER O O O
"Madagaskari",B-LOC
"Iraku",B-LOC
"KS Besa",B-ORG I-ORG
"Shërbimi sekret grek",B-ORG I-ORG I-ORG
"RIDREJTO Bandar Seri Begauan",O B-LOC I-LOC I-LOC
"Ministri i mbrojtjes Fatmir Mediu , do të jepte dorëheqjen pak ditë mbas tragjedisë ( një javë më pas ) .",O O O B-PER I-PER O O O O O O O O O O O O O O O O
"Organizata Botërore e Doganave",B-ORG I-ORG I-ORG I-ORG
"Presidenti - Harry S. Truman ( 1945–1953 )",O O B-PER I-PER I-PER O O O
"Presidenti – Martti Ahtisaari ( 1994–2000 )",O O B-PER I-PER O O O
"... ” — Ron Paul",O O O B-PER I-PER
"Kryeministër - Nils Edén ( 1917–1920 )",O O B-PER I-PER O O O
"Partia për Drejtësi , Integrim dhe Unitet",B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"I ati u grish nga Spiro Moisiu për me marrë pjesë në rezistencën kundër gjermanëve .",O O O O O B-PER I-PER O O O O O O O O O
"Ndriçim Xhepa ... Dhendri",B-PER I-PER O O
"RIDREJTO Kombëtarja maqedonase e futbollit",O B-ORG I-ORG I-ORG I-ORG
"Në këtë qytet mund te gjeni shume dyqane veshjeje me materiale të mira te importuara nga Italia .",O O O O O O O O O O O O O O O O B-LOC O
"Monark - Elizabeth II , Mbretëresha e Tuvalut ( 1978–sot )",O O B-PER I-PER O O O O O O O
"Andorra",B-LOC
"Kombëtarja çeke e futbollit",B-ORG I-ORG I-ORG I-ORG
"Presidenti - Ronald Reagan ( 1981–1989 )",O O B-PER I-PER O O O
"Koreja e Veriut",B-LOC I-LOC I-LOC
"Tajga përfshinë një sipërfaqe prej 2 milion km2 .",B-LOC O O O O O O O O
"RIDREJTO UEFA Euro 1968",O B-ORG I-ORG I-ORG
"Omani –",B-LOC O
"Sirimavo Bandaranaike ( 1960–1965 )",B-PER I-PER O O O
"Covi mendos se ajo pikturuar me gjasa me ndihmën e Ghirlandaio-s .",O O O O O O O O O O B-PER O
"1961-1963 John F. Kennedy",O B-PER I-PER I-PER
"RIDREJTO Muri i Berlinit",O B-ORG I-ORG I-ORG
"Italia",B-LOC
"Nigeria",B-LOC
"Anglia dhe Skocia ekzistonin si vende të ndara sovrane dhe të pavarura me monarkët e tyre dhe struktura politike qysh nga shek .",B-LOC O B-LOC O O O O O O O O O O O O O O O O O O O O
"Angel si ti ( Ангел си ти )",B-ORG I-ORG I-ORG O O O O O
"System of a Down",B-ORG I-ORG I-ORG I-ORG
"Kryeministër - Fidel Castro ( 1959–2008 )",O O B-PER I-PER O O O
"Jemeni -",B-LOC O
"Kryeqendra e provincës është Asti .",O O O O B-PER O
"një këngë që më shumë nihet si versionin Barbra Streisand .",O O O O O O O O B-PER I-PER O
"Lituania",B-LOC
"Presidenti - Evo Morales ( 2006–sot )",O O B-PER I-PER O O O
"Lituania",B-LOC
"RIDREJTO Njësia administrative Selitë ( Mallakastër )",O B-LOC I-LOC I-LOC I-LOC I-LOC I-LOC
"Hamid Karzai ( 2001–sot )",B-PER I-PER O O O
"Gjermania — Portugalia",B-LOC O B-LOC
"Cesc Fàbregas",B-PER I-PER
"Fixhi",B-LOC
"Kryeministër - Stephen Harper ( 2006–sot )",O O B-PER I-PER O O O
"Sao Tome dhe Principe",B-LOC I-LOC I-LOC I-LOC
"Gambia",B-LOC
"Kombëtarja shqiptare e futbollit",B-ORG I-ORG I-ORG I-ORG
"Monark - Elizabeth II , Mbretëresha e Tuvalut ( 1978–sot )",O O B-PER I-PER O O O O O O O
"Veton Surroi politikan , gazetar , ORA",B-PER I-PER O O O O O
"RIDREJTO 2006 FIFA Kupa e Botës",O B-ORG I-ORG I-ORG I-ORG I-ORG
"Prusia –",B-LOC O
"Guinea Ekuatoriale",B-LOC I-LOC
"Kolumbia -",B-LOC O
"2002 FIFA Kupa e Botës",B-ORG I-ORG I-ORG I-ORG I-ORG
"Pixies",B-ORG
"RIDREJTO El Ala el Hadrami",O B-PER I-PER I-PER I-PER
"Rusia",I-LOC
"Uniunea Democrată Maghiară din România",B-ORG I-ORG I-ORG I-ORG I-ORG
"President - Václav Klaus ( 2003–2013 )",O O B-PER I-PER O O O
"RIDREJTO Koreja e Veriut",O B-LOC I-LOC I-LOC
"Ekonomia e Shqipërisë",B-ORG I-ORG I-ORG
"William H. Taft",B-PER I-PER I-PER
"Kryetari i Shtetit - Nicolae Ceauşescu ( 1967–1989 )",O O O O B-PER I-PER O O O
"Venezuela -",B-LOC O
"=== Me Dream Theater ===",O O B-ORG I-ORG O
"Abdyl Frashëri ishte 39 vjeçarë kur ishte kryetar i komisionit të jashtëm në Lidhjen e Prizrenit .",B-PER I-PER O O O O O O O O O O O B-ORG I-ORG I-ORG O
"Lituania",B-LOC
"Zgjedhjet u fituan nga Lulzim Basha .",O O O O B-PER I-PER O
"Birmania",B-ORG
"Nepali -",B-LOC O
"Juan Manuel Fangio",B-PER I-PER I-PER
"Në kohën e Ali Pashë Tepelena-ës kështjella pati një periudhe të dytë rindërtimi ( 1811-1812 ) dhe mori pamjen që ka sot .",O O O B-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O O
"Të dhënat më të vjetra për përshkrimet e magnetëve dhe veçorive të tyre vijnë nga Greqia , India dhe Kina rreth 2500 vjet më parë .",O O O O O O O O O O O O O O O B-LOC O B-LOC O B-LOC O O O O O O
"*Monark - vakant , Dalai Lama ( 1933–1939 )",O O O O B-PER I-PER O O O
"Maqedonia e lashtë",B-ORG I-ORG I-ORG
"duke prirë ushtrinë , me Jezusin .",O O O O O B-PER O
"Tanzania",B-LOC
"Mike Hawthorn",B-PER I-PER
"RIDREJTO Muhammed bin Abdylvehhabi",O B-PER I-PER I-PER
"Juan Pablo Montoya",B-PER I-PER I-PER
"Cejloni",B-LOC
"Kryeministër - Francisco Franco ( 1939–1973 )",O O B-PER I-PER O O O
"Nigeria",B-LOC
"Suedia –",B-LOC O
"Monark - Elizabeth II , Mbretëresha e Belizas ( 1981–sot )",O O B-PER I-PER O O O O O O O
"John F. Kennedy - 35 .",B-PER I-PER I-PER O O O
"Portugalia –",B-LOC O
"San Marino",B-LOC I-LOC
"Endrit Vrapi",B-PER I-PER
"Tani jeton në Los Angeles .",O O O B-LOC I-LOC O
"Ai gjithashtu shënoi kundër Italisë në ndeshjen e kthimit .",O O O O B-ORG O O O O O
"Lewis Hamilton",B-PER I-PER
"Monark - Elizabeth II ( 1979–sot )",O O B-PER I-PER O O O
"Venom",B-ORG
"Fernando Alonso",B-PER I-PER
"Violeta Manushi ... Vjehrra e artanit",B-PER I-PER O O O O
"Real Madrid C.F .",B-ORG I-ORG I-ORG I-ORG
"RIDREJTO Kombëtarja bjelloruse e futbollit",O B-ORG I-ORG I-ORG I-ORG
"Johann Wolfgang Goethe",B-PER I-PER I-PER
"Jean Michel Jarre",B-PER I-PER I-PER
"Jakup Krasniqi ( 2010–2011 )",B-PER I-PER O O O
"Birmania",B-ORG
"Çmimin për produksionin më të mirë - Çesk Zadeja",O O O O O O O B-PER I-PER
"Tre ditë më vonë , ai shënoi edhe dy gola të tjerë në fitoren 3–0 kundër Catanias .",O O O O O O O O O O O O O O O O B-ORG O
"Libani",B-LOC
"Vepra 1 me Autor Faik Konica .",O O O O B-PER I-PER O
"Irlanda",B-LOC
"Japonia -",B-LOC O
"Malavi",B-LOC
"Katari",B-LOC
"Gjeografia e Somalisë",B-LOC I-LOC I-LOC
"Breznitë e Hankonatëve është një roman i shkruajtur nga Ismail Kadare .",O O O O O O O O O B-PER I-PER O
"Palau",B-LOC
"RIDREJTO Kombëtarja finlandeze e futbollit",O B-ORG I-ORG I-ORG I-ORG
"David Coulthard",B-PER I-PER
"Zvicra",B-LOC
"Mihael Paher , skulptor dhe piktor gjerman",B-PER I-PER O O O O O
"RM 3 - FC Barcelona 1",O O O B-ORG I-ORG O
"Grenada",B-LOC
"President - Ali Abdullah Saleh ( 1978–2012 )",O O B-PER I-PER I-PER O O O
"RIDREJTO Njësia administrative Vllahinë",O B-LOC I-LOC I-LOC
"Shërbimi austriak përkujtimor i Holokaustit",B-ORG I-ORG I-ORG I-ORG I-ORG
"Kryetari i Shtetit - Nicolae Ceauşescu ( 1967–1989 )",O O O O B-PER I-PER O O O
"Vetë Cristiano Ronaldo U shpreh se ai ishte i çuditur me performancen e tij ne atë ndeshje .",O B-PER I-PER O O O O O O O O O O O O O O O
"Helmut Kohl ( 1982–1998 )",B-PER I-PER O O O
"Paralajmëron në kohë mbi rrezikun ajror mbi bazën e aseteve kombëtarë dhe të NATO .",O O O O O O O O O O O O O B-ORG O
"Foto Strakosha -Panionios Gymnastikos Syllogos SmirnisEthniki Katigoria - Greqi",B-PER I-PER O O O O O O B-LOC
"Warner Bros . / New Line Cinema",B-ORG I-ORG I-ORG O B-ORG I-ORG I-ORG
"Rumania -",B-LOC O
"ishte sezoni i organizuar nga National Basketball Association , sezoni filloi më dhe mbaroi më .",O O O O O B-ORG I-ORG I-ORG O O O O O O O O
"Secret Intelligence Service",B-ORG I-ORG I-ORG
"Gjermania Lindore -",B-LOC I-LOC O
"Franklin D. Roosevelt ( 1933–1945 )",B-PER I-PER I-PER O O O
"Felipe Massa",B-PER I-PER
"Turqia -",B-LOC O
"Edhe regjistrimet osmane të shek .",O O B-ORG O O O
"Vioresin Sinani ( 1977- ) , futbollist",B-PER I-PER O O O O O
"Panamaja",B-LOC
"Yes",B-ORG
"Rumania -",B-LOC O
"Rumania -",B-LOC O
"Ai shënoi një tjetër dygolësh kundër 1. FSV Mainz 05 .",O O O O O O B-ORG I-ORG I-ORG I-ORG O
"Lumi i Llapit",B-LOC I-LOC I-LOC
"Partia e Punës e Shqipërisë",B-ORG I-ORG I-ORG I-ORG I-ORG
"Është loja më e përhapur në Facebook .",O O O O O O B-ORG O
"Kryetari i Shtetit - Nicolae Ceauşescu ( 1967–1989 )",O O O O B-PER I-PER O O O
"Bajram Rexhepi ( 1954– )",B-PER I-PER O O O
"1946",B-ORG
"RIDREJTO Kisha Ortodokse Autoqefale e Shqipërisë",O B-ORG I-ORG I-ORG I-ORG I-ORG
"A.C. Milan",B-ORG I-ORG
"Fixhi -",B-LOC O
"25px]] Felipe Massa",O B-PER I-PER
"President - Hosni Mubarak ( 1981–2011 )",O O B-PER I-PER O O O
"Monako -",B-LOC O
"Ai ndodhet pranë lumit Naugatuck , 45 minuta në jugperëndim të Hartfordit .",O O O O O O O O O O O B-LOC O
"Shtabi i Përgjithshëm",B-ORG I-ORG I-ORG
"KF Prishtina Prishtinë",B-ORG I-ORG B-LOC
"RIDREJTO Kopshtet e varura të Babilonisë",O B-ORG I-ORG I-ORG I-ORG I-ORG
"Me lidhje nga i ati me gjyshen e Nexhmije Hoxhës .",O O O O O O O O B-PER I-PER O
"Mungesa e zhvillimit ekonomik si dhe NAFTA kanë ndihmuar për të krijuar një bazë të fortë të ndërvarësisë mes dy anëve të kufirit .",O O O O O O B-ORG O O O O O O O O O O O O O O O O O
"RIDREJTO Republika Socialiste Sovjetike e Letonisë",O B-ORG I-ORG I-ORG I-ORG I-ORG
"Athletic Bilbao",B-ORG I-ORG
"Jean-Pierre Raffarin ( 2002–2005 )",B-PER I-PER O O O
"Kaledonia e Re Polinezia franceze Wallis dhe Futuna",B-LOC I-LOC I-LOC B-LOC I-LOC B-LOC I-LOC I-LOC
"Sulmuesi ( futboll )",B-PER I-PER I-PER I-PER
"Panamaja",B-LOC
"RIDREJTO Eliminatoret e Kampionatit Evropian të Futbollit 2016 - play-offs",O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"Monark - Elizabeth II , Mbretëresha e Bahameve ( 1973–sot )",O O B-PER I-PER O O O O O O O
"RIDREJTO Mirza Tahir Ahmet",O B-PER I-PER I-PER
"KF Drita ( Bogovinë )",B-ORG I-ORG I-ORG I-ORG I-ORG
"Nico Rosberg",B-PER I-PER
"John Grisham - shkrimtar",B-PER I-PER O O
"Në një hark Ura e Fshajt mbi kanion përfaqëson një vlerë tjetër e rëndësishme tërheqje turistike në këtë zonë .",O O O B-ORG I-ORG I-ORG O O O O O O O O O O O O O O
"Stadiumi Loro Boriçi",B-ORG I-ORG I-ORG
"Black Dog , ( )",B-ORG I-ORG O O O
"RIDREJTO Eliminatoret e Kampionatit Evropian të Futbollit 2016 - Grupi I",O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"Konfederata Gjermane ( 1815–1866 )",B-ORG I-ORG O O O
"RIDREJTO Ebu Talib ibn Abdylmutalib",O B-ORG I-ORG I-ORG I-ORG
"Winston Churchill ( 1940–1945 )",B-PER I-PER O O O
"Nigeri",B-LOC
"A.C. Milan",B-ORG I-ORG
"St. Valentine 's Day Massacre EP",B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"RIDREJTO Lufta në Ish Republikën Jugosllave të Maqedonisë në 2001",O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"RIDREJTO Organizata Botërore e Turizmit",O B-ORG I-ORG I-ORG I-ORG
"Maldivet",B-LOC
"duke fituar një penallti që u shëndrua në gol nga Mauro Icardi .",O O O O O O O O O O B-PER I-PER O
"Shën Luçia",B-LOC I-LOC
"Siria",B-LOC
"Nikola Gruevski ( 2006–sot )",B-PER I-PER O O O
"Robert Kubica",B-PER I-PER
"Kancelar - Adolf Hitler ( 1933–1945 )",O O B-PER I-PER O O O
"Kryetari i Shtetit - Giuseppe Saragat ( 1964–1971 )",O O O O B-PER I-PER O O O
"Borussia Dortmund",B-ORG I-ORG
"Francesco Crispi ( 1893–1896 )",B-PER I-PER O O O
"Alfa Romeo",B-ORG I-ORG
"RIDREJTO Mbretëria e Bashkuar e Britanisë së Madhe dhe Irlandës së Veriut",O B-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC
"RIDREJTO Njësia administrative Synej",O B-LOC I-LOC I-LOC
"Këtu janë vetëm ndeshjet e luajtura në ligë .",O O O O O O O B-ORG O
"Banja Luka - 250.000",B-LOC I-LOC O O
"Ai shënoi sërisht në javën e ardhshme në fitoren 2–1 jashtë fushe kundër Bolognës .",O O O O O O O O O O O O O B-ORG O
"Japonia",B-LOC
"Stadiumi Loro Boriçi",B-ORG I-ORG I-ORG
"Shumë ndryshime të tjera janë bërë edhe me personazhët .",O O O O O O O O B-PER O
"Prusia –",B-LOC O
"Republika Dominikane -",B-LOC I-LOC O
"Klement Gottwald ( 1948–1953 )",B-PER I-PER O O O
"Paraardhës i tij ishte Papa Piu X , ndërsa pasardhësi Papa Piu XI .",O O O O B-PER I-PER I-PER O O O B-PER I-PER I-PER O
"Nick Heidfeld",B-PER I-PER
"President - Klement Gottwald ( 1948–1953 )",O O B-PER I-PER O O O
"Ishujt e Virgjër të Shteteve të Bashkuara",B-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC
"Ngadhënjimi që ceket në fund të ajetit të mësipërm është ngadhënjimi i umetit të Muhammedit",O O O O O O O O O O O O O O B-PER
"Italia",B-LOC
"Lewis Hamilton",B-PER I-PER
"Hondurasi -",B-LOC O
"President - Nelson Mandela ( 1994–1999 )",O O B-PER I-PER O O O
"Monark - Elizabeth II , Mbretëresha e Belizas ( 1981–sot )",O O B-PER I-PER O O O O O O O
"President - Wilhelm Pieck ( 1949–1960 )",O O B-PER I-PER O O O
"Reshat Arbana ... Isa Boletini",B-PER I-PER O B-PER I-PER
"William Hyde Wollaston , 1766–1828 , Zbulimin e Paladiumit dhe të Rodiumit",B-PER I-PER I-PER O O O O O O O O O
"Gaby Espino ... Mariángela",B-PER I-PER O O
"Katari",B-LOC
"Nigeri",B-LOC
"Tinka Kurti – Rosalia Solimene",B-PER I-PER O O O
"Portugalia –",B-LOC O
"Gjermania Naziste -",B-LOC I-LOC O
"Kryeministër - Ingvar Carlsson ( 1994–1996 )",O O B-PER I-PER O O O
"Poeti dhe dramaturgu i njohur Anglez William Shakespeare njihet si dramaturgu më i madh i të gjitha kohërave .",O O O O O O B-PER I-PER O O O O O O O O O O O
"Bettino Craxi ( 1983–1987 )",B-PER I-PER O O O
"Lappajärvi ( 3,394 )",B-LOC O O O
"KF Albpetrol",B-ORG I-ORG
"Kryetari i Shtetit - Francisco Franco , Lideri Ushtarak , President dhe Kryeministër ( 1939–1975 )",O O O O B-PER I-PER O O O O O O O O O O
"Tonga -",B-LOC O
"RIDREJTO Muhammed ibn Ebi Beker",O B-LOC I-LOC I-LOC I-LOC
"; Yenicami Ağdelen S.K .",O B-ORG I-ORG I-ORG I-ORG
"Rexhep Qosja , -Kosovë",B-PER I-PER O O
"Nick Heidfeld",B-PER I-PER
"Omani –",B-LOC O
"President - Nicolas Sarkozy ( 2007–2012 )",O O B-PER I-PER O O O
"Russell Crowe - Det .",B-PER I-PER O O O
"Muzeu Arkeologjik Kombëtar në Tiranë",B-ORG I-ORG I-ORG I-ORG I-ORG
"RIDREJTO Mbretëria e Bashkuar e Britanisë së Madhe dhe Irlandës së Veriut",O B-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC
"Sacha Baron Cohen",B-PER I-PER I-PER
"RIDREJTO Selman e Persët",O B-PER I-PER I-PER
"Studimet universitare i kreu në Prishtine , ai ka një opus të gjerë të krijimtarisë letrare mbi 40 vepra .",O O O O O B-LOC O O O O O O O O O O O O O O
"RIDREJTO Mid'hat bej Frashëri",O B-PER I-PER I-PER
"President - Ibrahim Rugova ( 2002–2006 )",O O B-PER I-PER O O O
"RIDREJTO One Love ( album i David Guetta )",O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"Bank of England",B-ORG I-ORG I-ORG
"Zgjedhjet zhvillohen në të njëjtën mënyrë siç ishte më parë në Bashkimin Sovjetik .",O O O O O O O O O O O B-LOC I-LOC O
"Piel de otoño",B-ORG I-ORG I-ORG
"=== Universiteti i Tiranës ===",O B-ORG I-ORG I-ORG O
"Besimtarë të nderuar , pas kësaj paraqitjeje të vendosur të prijësit të ensarëve , I Dërguari s.a.v.s . propozoi vendin ku do ta prisnin armikun .",O O O O O O O O O O O O O O B-PER I-PER I-PER I-PER O O O O O O O O
"Një Zonjë e Vërtetë",B-ORG I-ORG I-ORG I-ORG
"Danimarka –",B-LOC O
"President - Andrej Kiska ( 2014–sot )",O O B-PER I-PER O O O
"Shën Kits dhe Nevis",B-LOC I-LOC I-LOC I-LOC
"RIDREJTO Kombëtarja hollandeze e futbollit",O B-ORG I-ORG I-ORG I-ORG
"Kaskinen",B-LOC
"Një penallti e realizuar nga Andrea Pirlo dhe një goditje dënimi e realizuar nga Daniele De Rossi ishin të mjaftueshëm për të siguruar tre pikët .",O O O O O B-PER I-PER O O O O O O O B-PER I-PER I-PER O O O O O O O O O
"Estonia",B-LOC
"Togo",B-LOC
"Kuvendi i Republikës së Kosovës",B-ORG I-ORG I-ORG I-ORG I-ORG
"Enrico Letta ( 2013–2014 )",B-PER I-PER O O O
"RIDREJTO Lëvizja Socialiste Panhelene",O B-ORG I-ORG I-ORG
"Margarita Xhepa ... ... .. Nëna e Vlashit",B-PER I-PER O O O O O O
"RIDREJTO Borova ( Kolonjë )",O B-LOC I-LOC I-LOC I-LOC
"Kancelar - Bruno Kreisky ( 1970–1983 )",O O B-PER I-PER O O O
"RIDREJTO Ministria e Mjedisit e Shqipërisë",O B-ORG I-ORG I-ORG I-ORG I-ORG
"Belgjika -",B-LOC O
"Singapori",B-LOC
"Andorra",B-LOC
"Bolivia -",B-LOC O
"Lihtenshtajni -",B-LOC O
"Shqipëria",B-LOC
"Festivali Evropian i Këngës 2010",B-ORG I-ORG I-ORG I-ORG I-ORG
"Monark - Papa Pali VI ( 1963–1978 )",O O B-PER I-PER I-PER O O O
"Kryeministër - Jean-Luc Dehaene ( 1992–1999 )",O O B-PER I-PER O O O
"Universidade Federal da Bahia",B-ORG I-ORG I-ORG I-ORG
"Italia — Franca",B-LOC O B-LOC
"Aleksandër Moisiu , ( )",B-PER I-PER O O O
"KS Besa",B-ORG I-ORG
"Kryeministër - Aldo Moro ( 1963–1968 )",O O B-PER I-PER O O O
"Kimi Räikkönen",B-PER I-PER
"20x20px]] Armenia",O B-LOC
"Ali Podrimja , shkrimtar shqiptar",B-PER I-PER O O O
"Kryeministër - Francisco Franco ( 1939–1973 )",O O B-PER I-PER O O O
"Joachim Rücker ( 2006–2008 )",B-PER I-PER O O O
"RIDREJTO Muamer el Gadafi",O B-PER I-PER I-PER
"Sevilla FC",B-ORG I-ORG
"Kryetari i Shtetit - Francesco Cossiga ( 1985–1992 )",O O O O B-PER I-PER O O O
"Pasuritë natyrore janë të rëndësishme për ekonominë e Gjeorgjisë .",O O O O O O O O B-LOC O
"Burgajeti është vendqirja e Mbretit Zogu I të Shqiptarisë dhe vendi i origjinës së familjes Zogu .",O O O O B-PER I-PER I-PER O O O O O O O B-ORG I-ORG O
"Lëvizjet për softuerët e lirë",B-ORG I-ORG I-ORG I-ORG I-ORG
"Irani -",B-LOC O
