sentence,ner
"Elizabeta II , kraljica Ujedinjenog Kraljevstva ,",B-PER I-PER I-PER I-PER I-PER I-PER O
"Bugarska ( 2010-2011 )",B-ORG O O O
"Udaljena je 228 sg od Sunca .",O O O B-ORG O B-LOC O
"Brazil ( prvak iz 1994 )",B-ORG O O O B-ORG O
"Preusmjeri Velika Sundska ostrva",O B-LOC I-LOC I-LOC
"Takuma Sato - no.22",B-PER I-PER O O
"Među uhapšenima ima i građana Srbije .",O O O O O B-LOC O
"PREUSMJERI Rukometna reprezentacija Njemačke",O B-LOC I-LOC I-LOC
"godine u Vesenićima , općina Tutin .",O O O O O B-LOC O
"Donja Voća , naselje i općina u Varaždinskoj županiji",B-LOC I-LOC O O O O O B-LOC I-LOC
"Podravska Moslavina , naselje i općina u Osječko-baranjskoj županiji",B-LOC I-LOC O O O O O B-LOC I-LOC
"Gradska vijećnica , historijska građevina ;",B-ORG I-ORG O O O O
"Bosanski Brod , Bosanski Brod",B-LOC I-LOC O B-LOC I-LOC
"Takmiči se u Prvoj nogometnoj ligi Federacije Bosne i Hercegovine .",O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O
"Paul di Resta",B-PER I-PER I-PER
"PREUSMJERI Ahmed-paša Hercegović Kosača",O B-PER I-PER I-PER
"Ho-Pin Tung vozač za testiranje",B-PER I-PER O O O
"Na predsjedničkim izborima 2004. godine , George W. Bush je u Wyomingu ostvario drugu najvišu pobjedu za Republikance sa gotovo 69 % .",O O O O O O B-PER I-PER I-PER O O O O O O O O O O O O O O
"Svaka novčanica je imala portret predsjednika Kemal-paše Atatürka .",O O O O O O B-PER I-PER O
"Grižane-Belgrad , naselje u Vinodolskoj općini , Primorsko-goranska županija",B-LOC O O O B-LOC I-LOC O B-LOC I-LOC
"Gustoća naseljenosti u Donjem Vidovcu je 103 stanovnika / km2 .",O O O B-LOC I-LOC O O O O O O
"'12 sezona u najvećoj danskoj ligi",O O O B-ORG I-ORG I-ORG
"Salzburg je odustao od svog nadmetanja nakon što nije uspio osigurati novac za finansiranje dvorane i raznih drugih promocija .",B-LOC O O O O O O O O O O O O O O O O O O O
"Preusmjeri Preben Elkjær Larsen",O B-PER I-PER I-PER
"*1979 Bitanga i princeza",O B-ORG I-ORG I-ORG
"PREUSMJERI Nogometni savez Bosne i Hercegovine",O B-ORG I-ORG I-ORG I-ORG I-ORG
"Galovac ( Hrvatska ) , naselje i općina u Zadarskoj županiji",B-LOC I-LOC I-LOC I-LOC O O O O O B-LOC I-LOC
"uključujući 18 ekipa iz prethodne sezone Premijer lige , te dva kluba iz prethodne sezone First Division .",O O O O O O B-ORG I-ORG O O O O O O O B-ORG I-ORG O
"Ladina je naseljeno mjesto u sastavu općine Dubrava , Zagrebačka županija , Republika Hrvatska .",O O O O O O O B-LOC O B-LOC I-LOC O B-LOC I-LOC O
"Preusmjeri Mühlenkopf ( skakaonica )",O B-ORG I-ORG I-ORG I-ORG
"Jugoslavija",B-LOC
"Judi Dench kao Armande",B-PER I-PER O O
"Prvu sezonu ondje igra za Fenerbahce , a nakon toga za rivala Galatasaray .",O O O O O B-ORG O O O O O O B-ORG O
"dobro je poznat po dobrom osjećaju za dalekometne udarce na gol , što se pokazalo dok je igrao za Schalke 04 , kao i za Bayern München .",O O O O O O O O O O O O O O O O O O O B-ORG I-ORG O O O O B-ORG I-ORG O
"Paul Newman",B-PER I-PER
"PREUSMJERI RK Sloboda",O B-ORG I-ORG
"PREUSMJERI Ratno zrakoplovstvo i protivzračna odbrana Hrvatske",O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"PREUSMJERI Izabela I , kraljica Kastilje",O B-PER I-PER I-PER I-PER I-PER
"Suprotstavljenog člana posade , kapetana Bligha , glumio je Anthony Hopkins .",O O O O O O O O O B-PER I-PER O
"Oni prihvataju ponudu Komarovskog oko zaštite i transporta do Mandžurije , i da odmah napuste Varikino .",O O O O O O O O O B-LOC O O O O O O O
"Ben Wallace - Chicago Bulls",B-PER I-PER O B-ORG I-ORG
"Valtteri Bottas",B-PER I-PER
"Édouard Manet , slikar",B-PER I-PER O O
"Od 1857. do 1890. , 1921. i 1931. sadrži dio podataka općine Gračišće .",O O O O O O O O O O O O B-LOC O
"Preusmjeri Brzo klizanje na Zimskim olimpijskim igrama 2014 - 5000 m ( žene )",O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"Drugo mjesto je osvojio Meksiko a treće Kolumbija .",O O O O B-ORG O O B-ORG O
"PREUSMJERI NBA 2003 / 2004 .",O B-ORG I-ORG I-ORG I-ORG I-ORG
"Ahilej predaje Prijamu tijelo njegova sina Hektora .",B-PER O B-PER O O O B-PER O
"Athletic Bilbao",B-ORG I-ORG
"Marija I , kraljica Engleske",B-PER I-PER I-PER I-PER I-PER
"Washington Wizards ( 5 )",B-ORG I-ORG O O O
"PREUSMJERI Elizejske poljane ( Pariz )",O B-LOC I-LOC I-LOC I-LOC I-LOC
"Za seniorsku reprezentaciju Argentine je debitovao 1999. godine .",O B-ORG I-ORG I-ORG O O O O O
"Pripadao je vlasteli iz roda Kosače .",O O O O O B-ORG O
"Fernando Alonso",B-PER I-PER
"Grčka ( IFPI Greece )",B-LOC O O O O
"Glina]] , Hrvatska Kostajnica , Petrinja",O O B-LOC I-LOC O B-LOC
"Gustoća naseljenosti u Smokvici je 37 stanovnika / km2 .",O O O B-LOC O O O O O O
"Francuska ( Karipsko more )",B-LOC O B-LOC I-LOC O
"Vokal — Nele Karajlić",O O B-PER I-PER
"PREUSMJERI Serie A 2010 / 2011 .",O B-LOC I-LOC I-LOC I-LOC I-LOC I-LOC
"U dosadašnjoj historiji Bosna i Hercegovina i Vels su odigrali četiri međusobne utakmice .",O O O B-ORG I-ORG I-ORG O B-ORG O O O O O O
"Danas je najveći proizvođač kivija Italija , a slijede Novi Zeland , Čile , Francuska , Grčka , Japan i Sjedinjene Američke Države .",O O O O O B-LOC O O O B-LOC I-LOC O B-LOC O B-LOC O B-LOC O B-LOC O B-LOC I-LOC I-LOC O
"Preusmjeri Spisak košarkaša NBA : W-Y-Z",O B-LOC I-LOC I-LOC I-LOC I-LOC
"Od 1910. do 1931. sadrži dio podataka općine Klinča Sela .",O O O O O O O O B-LOC I-LOC O
"PREUSMJERI Đorđe II , kralj Velike Britanije",O B-PER I-PER I-PER I-PER I-PER I-PER
"Gustoća naseljenosti u Vrbanji je 45 stanovnika / km2 .",O O O B-LOC O O O O O O
"Josip Stadler ( 1881-1918 .",B-PER I-PER O O O
"Nova Jošava , naselje grada Orahovice , Virovitičko-podravska županija",B-LOC I-LOC O O O B-LOC O B-LOC I-LOC
"Robert Kubica",B-PER I-PER
"David Fincher – Nestala",B-PER I-PER O O
"Roger Federer",B-PER I-PER
"U 2001. pripojeno naselju Prezid .",O O O O B-LOC O
"Dolni Kubin ( okrug )",B-LOC I-LOC I-LOC I-LOC I-LOC
"Atlético Madrid",B-ORG I-ORG
"Max Verstappen",B-PER I-PER
"+873 Inmarsat ( Indijski okean )",O O O B-LOC I-LOC O
"; Štafeta 4 x 7.5 ( muškarci )",O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"U četvrtfinalu Švicarska igra sa susjednom Austrijom .",O O B-LOC O O O B-ORG O
"Anne Boleyn ( ?",B-PER I-PER O O
"Atlético Madrid",B-ORG I-ORG
"Osnovni motor T700-GE-701C proizvodi General Electric ( GE ) ali Boeing-ovi zaposleni ugrađuju dijelove poput dovoda goriva i vanjskih žica .",O O O O B-ORG I-ORG O O O O O O O O O O O O O O O
"Goran Bregović , muzičar ;",B-PER I-PER O O O
"Veliko Prespansko jezero ( Albanija , Makedonija , Grčka )",B-LOC I-LOC I-LOC O B-LOC O B-LOC O B-LOC O
"Sergio Pérez",B-PER I-PER
"Bio je pomoćni trener nogometne reprezentacije Bosne i Hercegovine .",O O O O B-ORG I-ORG I-ORG I-ORG I-ORG O
"godine nakon dolaska Nelsona Mandele na vlast .",O O O B-PER I-PER O O O
"Prodajom Nauru Housea u septmebru 2004. otplaćeni su dugovi General Electricu .",O O O O O O O O O B-ORG I-ORG O
"Šest B-N veza ima dužinu od 1,436 Å .",O O O O O O O B-ORG O
"Koturovi , Bosanska Dubica",B-LOC O B-LOC I-LOC
"U 1857. , 1869. , 1921. , 1981. i 1991. podaci su sadžani u naselju Pula ( grad Pula ) .",O O O O O O O O O O O O O O O B-LOC O O B-LOC O O
"Nikša Bratoš - klavijature",B-PER I-PER O O
"Gustoća naseljenosti u Velikom Trojstvu je - stanovnika / km2 .",O O O B-LOC I-LOC O O O O O O
"Spisak općina u Hrvatskoj",B-LOC I-LOC I-LOC I-LOC
"PREUSMJERI Nogometna reprezentacija Bosne i Hercegovine U-21",O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"U prvoj utakmici su poraženi sa 1-0 , dok su u revanšu na svom stadionu pobijedili sa 3-2 , međutim zbog golova u gostima klub iz Andore je prošao dalje .",O O O O O O O O O O O O O O O O O O O O O O O O O O B-LOC O O O O
"godine u izdanju diskografske kuće Diskoton .",O O O O O B-ORG O
"U drugoj utakmici poraženi su od Hrvatske 2–1 .",O O O O O O B-ORG O O
"Pretežni dio politički pripada Indoneziji .",O O O O B-LOC O
"Lewis , Clive Staples , sjevernoirski pisac",B-PER I-PER I-PER I-PER O O O
"Preusmjeri Svjetsko prvenstvo u nogometu 2002 .",O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"Krešimir Kordić ( HŠK Zrinjski )",B-PER I-PER O B-ORG I-ORG O
"PREUSMJERI Bismarck ( Sjeverna Dakota )",O B-LOC I-LOC I-LOC I-LOC I-LOC
"Allan McNish - no.25",B-PER I-PER O O
"Reka ( Koprivnica ) , naselje grada Koprivnice , Koprivničko-križevačka županija .",B-LOC I-LOC I-LOC I-LOC O O O B-LOC O B-LOC I-LOC O
"PREUSMJERI Nogometna reprezentacija Brazila",O B-ORG I-ORG I-ORG
"Ming carstvo - 5,5 miliona km2",B-LOC I-LOC O O O O
"Pastor Maldonado",B-PER I-PER
"Preusmjeri Hulk ( nogometaš )",O B-PER I-PER I-PER I-PER
"Magnus Carlsen ( 7 )",B-PER I-PER O O O
"Jezero ( općina ) , naselje i općina u Bosni i Hercegovini .",B-LOC I-LOC I-LOC I-LOC O O O O O B-LOC I-LOC I-LOC O
"PREUSMJERI A Night at the Opera ( Queen )",O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"Nastavila je tražiti rješenje vjerskih problema , te je čak pregovarala s navarskom vladaricom , protestantkinjom Ivanom III ( koju je poslije nazivala najbesramnijom ženom na svijetu ) .",O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O O O
"Prvi gol postiže Sampdoriji i te sezone u 6 mečeva postiže 5 golova .",O O O B-ORG O O O O O O O O O O
"Najveći uspjeh u dresu Nigerije ostvario je 2014. godine učešćem na Svjetskom prvenstvu .",O O O O B-ORG O O O O O O B-ORG I-ORG O
"PREUSMJERI La Liga 1994 / 1995 .",O B-LOC I-LOC I-LOC I-LOC I-LOC I-LOC
"Gustoća naseljenosti u Novom Golubovecu je 71 stanovnika / km2 .",O O O B-LOC I-LOC O O O O O O
"PREUSMJERI Dom naroda Bosne i Hercegovine",O B-ORG I-ORG I-ORG I-ORG I-ORG
"Aragorn je zapalio njihovu flotu .",B-PER O O O O O
"490.Prva invazija Runa na Gondor .",O O B-LOC O B-ORG O
"Stepen , lučne minute i lučne sekunde su jedine jedinice u SI sistemu koje se pišu bez razmaka između broja i jedinice , pa je pravilno 15° 30 , a ne 15 ° 30 .",O O O O O O O O O O O B-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O O
"Preusmjeri Smallville ( sezona 1 )",O B-ORG I-ORG I-ORG I-ORG I-ORG
"Gustoća naseljenosti u Kutjevu je 36 stanovnika / km2 .",O O O B-LOC O O O O O O
"Jean Michel Jarre – kompozitor",B-PER I-PER I-PER O O
"Slučaj preuzima Hercule Poirot i spituje sve ukućane i traži tragove da mu pomognu da riješi slučaj .",O O B-PER I-PER O O O O O O O O O O O O O O
"Hrvatska demokratska zajednica Bosne i Hercegovine",B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"3 – Frank Capra ( 6 )",O O B-PER I-PER O O O
"Naselje Marićka se do 1963. nalazilo u sastavu općine Omarska .",O O O O O O O O O B-LOC O
"Mercedes GP",B-ORG I-ORG
"Rubens Barrichello je izdana kazna od pet mjesta mrežu za mjenjač promjenu .",B-PER I-PER O O O O O O O O O O O
"Izveli su pjesme „Nedjeljom ujutro“ i „Neću biti sam“ Đorđa Novkovića .",O O O O O O O O O B-PER I-PER O
"PREUSMJERI Nogometni savez Bosne i Hercegovine",O B-ORG I-ORG I-ORG I-ORG I-ORG
"Babice Gornje , Lukavac",B-LOC I-LOC O B-LOC
"dođe brodom do Indije .",O O O B-LOC O
"Takmiči se u Bundesligi Autrije .",O O O B-ORG I-ORG O
"Preusmjeri Savezne države Brazila",O B-LOC I-LOC I-LOC
"PREUSMJERI Velika nagrada Koreje 2011 .",O B-ORG I-ORG I-ORG I-ORG I-ORG
"Za nedavne transfere , pogledajte Spisak njemačkih nogometnih transfera ljeto 2009 .",O O O O O B-PER I-PER I-PER I-PER I-PER I-PER O
"Ubrzo nakon toga preselila se u Los Angeles , gdje je dobila svoju prvu značajniju ulogu u seriji MDs ( tumačila je idealističnu stažisticu koja potpadne pod utjecaj dvaju odmetnutih liječnika ) .",O O O O O O B-LOC I-LOC O O O O O O O O O O O O O O O O O O O O O O O O O
"Malmö FF ( 1 )",B-ORG I-ORG O O O
"Abdulhafid , sultan Maroka",B-PER I-PER I-PER I-PER
"PREUSMJERI Stranka pravde i razvoja ( Turska )",O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"U 1890. bez stanovnika , a 1931. podaci su sadržani u naselju Kolan .",O O O O O O O O O O O O B-LOC O
"Gianmaria Bruni vozač za testiranje",B-PER I-PER O O O
"Najveći uspjeh u dresu Nigerije ostvario je šampionskom titulom na Afričkom kupu nacija 2013. godine .",O O O O B-ORG O O O O O B-ORG I-ORG I-ORG O O O
"Smallville ( sezona 4 )",B-ORG I-ORG I-ORG I-ORG I-ORG
"Natalie Portman - glumica",B-PER I-PER O O
"Linija ( crtani film )",B-ORG I-ORG I-ORG I-ORG I-ORG
"Jenson Button",B-PER I-PER
"Članica je Crkve Isusa Krista svetaca posljednjih dana .",O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O
"Crazy in Love — 5:30",B-ORG I-ORG I-ORG O O
"Pjotr Svidler ( 2,5 )",B-PER I-PER O O O
"Posebno je njegova zasluga uređenje Jerusalema , kojeg je dao nanovo opasati zidinama .",O O O O O B-LOC O O O O O O O O
"Preusmjeri Johann Sebastian Bach",O B-PER I-PER I-PER
"Gustoća naseljenosti u Pločama je - stanovnika / km2 .",O O O B-LOC O O O O O O
"Pastor Maldonado",B-PER I-PER
"Preusmjeri Uzlazno nervno vlakno",O B-LOC I-LOC I-LOC
"godine Arapušu su zauzeli „podgrmečki ustanici“ , uslijed čega je mjesno stanovništvo izbjeglo u Bosansku Krupu .",O O O O O O O O O O O O O O B-LOC I-LOC O
"NK Sloga Bosanska Otoka , Bosanska Otoka",B-ORG I-ORG I-ORG I-ORG O B-LOC I-LOC
"Giancarlo Fisichella - vozač za testiranje",B-PER I-PER O O O O
"Ferenc Puskás",B-PER I-PER
"Sebastian Vettel 281 Bodovi",B-PER I-PER O O
"Afrika",B-LOC
"vratio se u Indiju i djelovao kao novinar .",O O O B-LOC O O O O O
"Ipak u finalu su ih savladali Mikanovi Minneapolis Lakersi omjerom 4-2 .",O O O O O O B-PER B-ORG I-ORG O O O
"preusmjeri Abdulah II , kralj Jordana",O B-PER I-PER I-PER I-PER I-PER
"Francuska sveukupni pobjednik rezultatom 3–2 .",B-ORG O O O O O
"je snimljena i igrana ekranizacija s Dakotom Fanning .",O O O O O O B-PER I-PER O
"U 1857. , 1869. , 1921. , 1931. , 1981. i 1991. podaci su sadržani u naselju Zaton .",O O O O O O O O O O O O O O O O O B-LOC O
"Most Mehmed-paše Sokolovića u Višegradu",B-ORG I-ORG I-ORG O B-LOC
"Uspjeli su , ali su izgubili u 7 utakmica od Houston Rocketsa .",O O O O O O O O O O B-ORG I-ORG O
"Bijelo Polje ( 17.100 )",B-LOC I-LOC O O O
"Odbila se vratiti na planinu Olimp .",O O O O O B-LOC O
"Član FIFA-e je od 1996. a UEFA-e od 1994. godine .",O B-ORG O O O O B-ORG O O O O
"Preusmjeri Vrbanja ( čvor )",O B-LOC I-LOC I-LOC I-LOC
"preusmjeri Akihito , car Japana",O B-PER I-PER I-PER I-PER
"Album je objavila sarajevska izdavačka kuća Diskoton .",O O O B-LOC O O B-ORG O
"Svoje sumnje povjerava Dumbledoreu , ali čini se da on uopće ne obraća pažnju na to .",O O O B-PER O O O O O O O O O O O O O
"Svrstava ga to , nakon Zagreba , Splita , Rijeke i Osijeka na peto mjesto po broju stanovnika među hrvatskim gradovima .",O O O O O B-LOC O B-LOC O B-LOC O B-LOC O O O O O O O O O O
"Južnoameričko prvenstvo 1956 .",B-ORG I-ORG I-ORG I-ORG
"PREUSMJERI Zvjezdane staze : Voyager",O B-ORG I-ORG I-ORG I-ORG
"Prošao je jedino u Southamptonu te je sa samo 16 godina otišao živjeti na drugi kraj Engleske .",O O O O B-ORG O O O O O O O O O O O B-LOC O
"Sve su utakmice igrane u Dohi u Kataru .",O O O O O B-LOC O B-LOC O
"Iste godine aranžiran je njegov sastanak sa njegovom budućom suprugom princezom Aleksandrom od Danske .",O O O O O O O O O O B-PER I-PER I-PER I-PER O
"No , No , No Part 1",B-ORG I-ORG B-ORG I-ORG B-ORG I-ORG I-ORG
"U skladu sa FIFA-inim disciplinskim presudama , suspenzija se može proširiti na više od jedne utakmice .",O O O B-ORG O O O O O O O O O O O O O
"Jenson Button",B-PER I-PER
"Felipe Massa",B-PER I-PER
"Prema Eratostenu simbolizira Kentaura Hirona .",O B-PER O B-LOC B-PER O
"PREUSMJERI Nogometni savez Italije",O B-ORG I-ORG I-ORG
"KAA Gent '2",B-ORG I-ORG O
"Dima Bilan",B-PER I-PER
"godine , kada je prokopan Sueski kanal .",O O O O O B-LOC I-LOC O
"Sve utakmice su bile igrane po Srednjoevropskom ljetnom vremenu ( UTC +2 )",O O O O O O B-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC
"Charlie Chaplin - skitnica Tramp]]",B-PER I-PER O O O
"Otok ( čvor )",B-ORG I-ORG I-ORG I-ORG
"9 ekipa iz Južne Amerike",O O O B-ORG I-ORG
"Izet Sarajlić , Tranzit",B-PER I-PER O O
"Cédric Pioline ( 13 )",B-PER I-PER O O O
"Kao menadžer sa klupe je uspješno vodio Manchester United od 1986. do 2013. godine .",O O O O O O O B-ORG I-ORG O O O O O O
"PREUSMJERI Brana Tri sutjeske",O B-ORG I-ORG I-ORG
"Bosna i Hercegovina",B-LOC I-LOC I-LOC
"predlaže Hrvatskom saboru da se njegova knjižnica otvori javnosti .",O B-ORG I-ORG O O O O O O O
"Nico Hülkenberg - no.10",B-PER I-PER O O
"godine ) je bio američki raketni stručnjak njemačkog porijekla .",O O O O B-LOC O O B-LOC O O
"preusmjeri Premijer liga Bosne i Hercegovine",O B-ORG I-ORG I-ORG I-ORG I-ORG
"Svjetsko prvenstvo u nogometu 1994 .",B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"Fojnica , Travnik , Visoko , Zenica , Žepče",B-LOC O B-LOC O B-LOC O B-LOC O B-LOC
"Preusmjeri Schattenberg ( skakaonica )",O B-ORG I-ORG I-ORG I-ORG
"Alain Prost Keke Rosberg",B-PER I-PER B-PER I-PER
"Dabar ( Otočac ) , naselje grada Otočca , Ličko-senjska županija",B-LOC I-LOC I-LOC I-LOC O O O B-LOC O B-LOC I-LOC
"Athenian League",B-ORG I-ORG
"Pierre Carlet de Marivaux",B-PER I-PER I-PER I-PER
"Od 1995. godine je bio član Prve lige Republike Srpske , da bi u sezoni 2002-03. igrao u Premijer ligi Bosne i Hercegovine .",O O O O O O B-ORG I-ORG I-ORG I-ORG O O O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG O
"PREUSMJERI Karlo IV , car Svetog rimskog carstva",O B-PER I-PER I-PER I-PER I-PER I-PER I-PER
"Rikard od Bordeauxa",B-PER I-PER I-PER
"Međutim , Melkor ga je iskvario i on je izgubio svoje lijepo obličje i postao je Barlog .",O O B-PER O O O O O O O O O O O O O B-PER O
"Klobuk ( Trebinje )",B-LOC I-LOC I-LOC I-LOC
"Legia Varšava",B-ORG I-ORG
"PREUSMJERI Michel-Ange - Molitor ( Metro Pariz )",O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"FK Olimpic Sarajevo , Sarajevo",B-ORG I-ORG I-ORG O B-LOC
"Radi se o bivšim i trenutnim radnicima koji posjeduju dionice .",O O O O O O O O O B-ORG O
"Kimi Räikkönen",B-PER I-PER
"Trenutno živi i radi u Parizu .",O O O O O B-LOC O
"Od Londona je udaljen 78 kilometara sjeveroistočno .",O B-LOC O O O O O O
"Solar ( Miles Davis )",O O B-PER I-PER O
"Do sada se sedam puta plasirala na Svjetsko rukometno prvenstvo .",O O O O O O O B-ORG I-ORG I-ORG O
"Spodnje Hoče , naselje i sjedište općine Hoče-Slivnica , regija Podravska",B-LOC I-LOC O O O O O B-ORG O O B-LOC
"Felipe Massa",B-PER I-PER
"Draksenić , Bosanska Dubica",B-LOC O B-LOC I-LOC
"Također , na OBALI se organizuju i koncerti alternativnih muzičkih grupa iz cijele Evrope .",O O O O O O O O O O O O O B-LOC O
"Na ovoj turneji su promovisali album Survivor .",O O O O O O B-ORG O
"Lewis Hamilton",B-PER I-PER
"Fernando Alonso",B-PER I-PER
"Despića kuća , historijska građevina ;",B-ORG I-ORG O O O O
"Nacionalni park Sjeveroistočni Grenland",B-ORG I-ORG I-ORG I-ORG
"Legia Varšava",B-ORG I-ORG
"U osminifinala protivnik je bila Ukrajina .",O O O O O B-ORG O
"Preusmjeri Sporedni profesori u Hogwartsu",O B-PER I-PER I-PER I-PER
"Georga Orwella , koji je sveprisutan i ima potpunu kontrolu nad svojim podanicima .",B-PER I-PER O O O O O O O O O O O O
"međunarodnu automobilsku oznaku za Maltu",O O O O B-LOC
"Jure Franko",B-PER I-PER
"The Beyoncé Experience Live",B-ORG I-ORG I-ORG I-ORG
"PREUSMJERI Rukometna reprezentacija Grčke",O B-ORG I-ORG I-ORG
"Izvještava se da je većina tog oružja još uvijek u posjedu pro-Kaidinih organizacija .",O O O O O O O O O O O B-ORG O O
"=== Svjetsko prvenstvo u nogometu 1998 . ===",O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O
"Preusmjeri Got to Be There ( Michael Jackson )",O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"godine gdje su bili Evropski prvaci .",O O O O B-LOC O O
"Forough Farrokhzad je pjesnikinja značajna po tri stvari .",B-PER I-PER O O O O O O O
"Mišo Kovač - Volio sam ženu koju nisam smio",B-PER I-PER O O O O O O O
"PREUSMJERI Skeleton na Zimskim olimpijskim igrama 2014 .",O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"Divan ( poezija )",B-ORG I-ORG I-ORG I-ORG
"Ured predsjednika Ive Josipovića priključio se u osudi vukovarskih događaja , navodeći da se moraju uložiti dodatni napori za sprječavanje nasilja i tenzija .",O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O
"U egzilu je prvo živio u Londonu sa svojom suprugom i sinom .",O O O O O O B-LOC O O O O O O
"U rodnom Kragujevcu završio je Tehničku školu , građevinski smjer .",O O B-LOC O O O O O O O O
"Mark Selby ( 3 )",B-PER I-PER O O O
"Fernando Alonso",B-PER I-PER
"Međunarodni biro za tegove i mjere",B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"PREUSMJERI Nordijska kombinacija na Zimskim olimpijskim igrama 2014 - ekipno",O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"Izložba slika , Kulturni centar , Beograd",O O O O O O B-LOC
"Potkarpatsko ( Podkarpackie )",B-LOC O O O
"Kalinovac ( Hrvatska ) , naselje i općina u Koprivničko-križevačkoj županiji",B-LOC I-LOC I-LOC I-LOC O O O O O B-LOC I-LOC
"godine u izdanju diskografske kuće Diskoton .",O O O O O B-ORG O
"Zanimljivo je da su upravo Wizardsi još ranije prekinuli i niz Dallas Mavericksa , koji je iznosio 12 pobjeda , prije nego su naletili na Arenasovu ekipu .",O O O O O O O O O O O B-ORG I-ORG O O O O O O O O O O O O O O O
"Gradišće , Donja Austrija , Beč",B-LOC O B-LOC I-LOC O B-LOC
"Vršac , Srbija",B-LOC O B-LOC
"Dafen ( Bosna i Hercegovina ) ,",O O B-LOC I-LOC I-LOC O O
"Bosanski Petrovac pitkom vodom snabdjeva se sa ovih vrela .",B-LOC I-LOC O O O O O O O O
"Japan .",B-LOC O
"Murau ( 2.181 )",B-LOC O O O
"Od 1857. do 1981. sadrži dio podataka općine Čepin .",O O O O O O O O B-LOC O
"Spisak općina u Hrvatskoj",B-LOC I-LOC I-LOC I-LOC
"Spisak općina u Hrvatskoj",B-LOC I-LOC I-LOC I-LOC
"Girl Who Got Away",B-ORG I-ORG I-ORG I-ORG
"Postao je član Saveza komunista Jugoslavije 1979. , a napušta je 1984. , kao pripadik Jugoslavenske narodne armije .",O O O B-ORG I-ORG I-ORG O O O O O O O O O B-ORG I-ORG I-ORG O
"Friedrichshafen ( Baden-Württemberg )",B-LOC O O O
"PREUSMJERI Nogometna reprezentacija Švicarske",O B-ORG I-ORG I-ORG
"Takmičenje u grupi 2 se odigralo u Slovačkoj .",O O O O O O O B-LOC O
"PREUSMJERI Neko nas posmatra",O B-LOC I-LOC I-LOC
"Olivier Panis - no.20",B-PER I-PER O O
"Günter Grass , pisac",B-PER I-PER O O
"Preusmjeri Brzo klizanje na Zimskim olimpijskim igrama 1984 - 5000 m",O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"Ravna Gora ( Hrvatska ) , naselje i općina u Primorsko-goranskoj županiji",B-LOC I-LOC I-LOC I-LOC I-LOC O O O O O B-LOC I-LOC
"Vitantonio Liuzzi je izdana kazna od pet mjesta mrežu za mjenjač promjenu .",B-PER I-PER O O O O O O O O O O O
"Temelj i ugled porodici postavio je majordom Pipin Mali .",O O O O O O O B-PER I-PER O
"Dijanino se ime pojavljuje u nekoliko djela Williama Shakespearea , među ostalima i u Romeu i Juliji .",O O O O O O O B-PER I-PER O O O O O B-LOC I-LOC I-LOC O
"Konjički vričak",B-LOC I-LOC
"Međunarodni krivični sud za bivšu Jugoslaviju",B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"S vremenom je osvojio i povjerenje samog predsjednika Roosevelta .",O O O O O O O O B-PER O
"PREUSMJERI Nogometna reprezentacija Izraela",O B-ORG I-ORG I-ORG
"PREUSMJERI Glad na Rogu Afrike 2011 .",O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"Nastup na svjetskom prvenstvu 1998 .",O O B-ORG I-ORG B-ORG O
"Miles Millar - Izvršni producent",B-PER I-PER O O O
"Gustoća naseljenosti u Barbanu je 27 stanovnika / km2 .",O O O B-LOC O O O O O O
"Mark Webber",B-PER I-PER
"helikopterski skadron - Tuzla",O O O B-LOC
"Bisera Alikadić , pjesnikinja",B-PER I-PER O O
"Felipe Massa",B-PER I-PER
"Sponzorstvo u FA-u je uvedeno 1993. godine .",O O B-ORG O O O O O
