sentence,ner
""" Ми хочемо чітко пояснити , що переговори між Сполученим Королівством і ЄС не поширюються на Гібралтар "" , - заявив Борель , підкресливши , що "" майбутні переговори щодо Гібралтару - окремі переговори .",O O O O O O O O O B-LOC I-LOC O B-LOC O O O B-LOC O O O O B-PER O O O O O O O O B-LOC O O O O
"Поки це питання не прояснили , ми не можемо дати добро "" .",O O O O O O O O O O O O O
"Гібралтар - заморська територія Великої Британії , оспорювана Іспанією , на півдні Піренейського півострова , що включає Гибралтарську скелю і піщаний перешийок , що з'єднує скелю з Піренейським півостровом .",B-LOC O O O B-LOC I-LOC O O B-LOC O O O B-LOC I-LOC O O O B-LOC I-LOC O O O O O O O O B-LOC I-LOC O
"Рада ЄС із загальних справ 27 країн , які залишаються в блоці , в понеділок підтримала з боку Євросоюзу проект угоди про умови виходу Британії з об'єднання .",B-ORG I-ORG O O O O O O O O O O O O O O O O B-LOC O O O O O B-LOC O O O
"Читайте також :",O O O
"В ЄС запропонували продовжити перехідний період Brexit на два роки Парламентери з Brexit з Євросоюзу і Британії 13 листопада",O B-LOC O O O O B-EVT O O O O O B-EVT O B-LOC O B-LOC O O
"про вихід Сполученого Королівства з ЄС .",O O B-LOC I-LOC O B-LOC O
"Основний документ складає понад 400 сторінок юридичного тексту .",O O O O O O O O O
"Наступного дня британський прем'єр - міністр Тереза Мей повідомила , що уряд підтримав Угоду .",O O O O O O B-PER I-PER O O O O O O O
"Однак уряду Мей виступили проти її плану Brexit , частина з них пішли у відставку .",O O B-PER O O O O B-EVT O O O O O O O O
"Нагадаємо , 12 липня уряд Мей представило . Мінфін Британії передбачив понад трьох мільярди доларів , прораховуючи різні сценарії Brexit .",O O O O O B-PER O O B-ORG I-ORG O O O O O O O O O B-EVT O
"Угорщина схвалила застосування російської вакцини від коронавірусу Sputnik V",B-LOC O O O O O B-EVT B-PRO I-PRO
"Перші поставки російського препарату до Угорщини заплановані на лютий .",O O O O O B-LOC O O O O
"Російську вакцину від коронавірусу Sputnik V зареєстрували в Угорщині , вона стала першою з країн Євросоюзу , де дозволили використання препарату .",O O O B-EVT B-PRO I-PRO O O B-LOC O O O O O O B-LOC O O O O O O
"Про це заявив глава Російського фонду прямих інвестицій Кирило Дмитрієв , пише Інтерфакс .",O O O O O O O O B-PER I-PER O O B-PRO O
""" Угорщина — перша країна ЄС , яка оцінила всі переваги Sputnik V і дозволила його використання "" , — заявив він .",O B-LOC O O O B-LOC O O O O O B-PRO I-PRO O O O O O O O O O O
"Дозвіл на використання препарату надав Національний інститут фармакології і харчування Угорщини у межах прискореної процедури на підставі клінічних досліджень вакцини в Росії , а аткож оцінки угорських експертів .",O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O O O O B-LOC O O O O O O O
"Перші поставки російського препарату до Угорщини заплановано на лютий .",O O O O O B-LOC O O O O
"Слід зауважити , що раніше у Брюсселі критикували Будапешт за спроби домовитися з Росією про постачання вакцини .",O O O O O O B-LOC O B-LOC O O O O B-LOC O O O O
"Вони пояснювали це тим , що препарат не схвалений регулювальними органами Євросоюзу .",O O O O O O O O O O O B-LOC O
"Як повідомлялося , вакцина Sputnik V , створена Національним дослідницьким центром епідеміології та мікробіології імені М . Ф . Гамалії МОЗ РФ , зареєстрована в Росії 11 серпня .",O O O O B-PRO I-PRO O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O O O B-LOC O O O
"Вона стала першою у світі , хоча її клінічні випробування тривають і досі .",O O O O O O O O O O O O O O
"У Росії зафіксовано декілька випадків зараження COVID - 19 після вакцинації .",O B-LOC O O O O B-EVT I-EVT I-EVT O O O
"Кілька країн зголосилися взяти російську вакцину для власних тестувань .",O O O O O O O O O O
"Приміром , Угорщина стала першою в Європі , яка отримала зразки цього препарату .",O O B-LOC O O O B-LOC O O O O O O O
"Білорусь першою з іноземних країн видала на нього ліцензію .",B-LOC O O O O O O O O O
"Від січня 2021 року у Росії почали видавати "" Паспорт вакцинованого "" особам , які зробили щеплення вітчизняним препаратом Sputnik V .",O O O O O B-LOC O O O O O O O O O O O O O B-PRO I-PRO O
"У Євросоюзі розробляють схему передачі надлишків вакцини від коронавірусу біднішим країнам .",O B-LOC O O O O O O B-EVT O O O
"Про таке заявила єврокомісарка з охорони здоров'я Стелла Киріакідес .",O O O O O O O B-PER I-PER O
"За її словами , цей механізм дозволить доставити препарат поза межі ЄС іще до того , як запрацює система Ковакс від Всесвітньої організації охорони здоров'я .",O O O O O O O O O O O B-LOC O O O O O O O B-PRO O B-ORG I-ORG I-ORG I-ORG O
"Водночас невідомо , чи вакцини надаватимуть безкоштовно чи продаватимуть .",O O O O O O O O O O
"У ЄС вже домовилися про постачання понад 2 млрд доз препарату , і вже до літа цього року там планують зробити щеплення близько 70 % дорослого населення .",O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O
"Українці зненавиділи локдаун і не хочуть колоти вакцину : соцопитування",O O O O O O O O O O
"20 січня 2021 , 13 : 38",O O O O O O O
"Більшість громадян країни вже не хочуть робити щеплення , навіть якщо вакцина буде безкоштовною .",O O O O O O O O O O O O O O O
"Такі дані опубліковані в останньому опитуванні соціологічної групи Рейтинг .",O O O O O O O O B-ORG O
"Якщо в листопаді 2020 року боялися заразитися коронавірусом 31 % опитаних , то зараз бояться тільки 12 % .",O O O O O O O B-EVT O O O O O O O O O O O
"Також значно знизився страх українців за те , що захворіють ковидом їхні близькі - у листопаді було 67 % проти 46 % у січні .",O O O O O O O O O O O O O O O O O O O O O O O O O
"Також громадяни країни все менше вірять в локдаун з 8 по 24 січня 2021 року і його ефективність .",O O O O O O O O O O O O O O O O O O O
"читайте такожСтепанов сказав , Який карантин чекати вліткуУ грудні в позитивній дії обмежувальних заходів були переконані 52 % проти 45 % невіруючих .",O O O O O O O O O O O O O O O O O O O O O O O
"У січні ці категорії помінялися місцями : зараз в користь локдауну вірять 40 % , не вірять - 55 % .",O O O O O O O O O O O O O O O O O O O O O
"Цікаво , що навіть серед тих , хто підтримує локдаун , третина не вважає його ефективним .",O O O O O O O O O O O O O O O O O
"Більше висловлюються на користь цієї ініціативи люди старшого віку і жінки .",O O O O O O O O O O O O
"16 % респондентів вважають , що вже перехворіли або хворіють на COVID - 19 . 80 % респондентів вважають , що не хворіли .",O O O O O O O O O O O B-EVT I-EVT I-EVT O O O O O O O O O O
"4 % не змогли відповісти на питання .",O O O O O O O O
"Безкоштовною вакциною згодні колотися 43 % , не згодні - 52 % .",O O O O O O O O O O O O O
"Аптечною вакциною , якщо така буде , згодні колотися 39 % , не згодні - 56 % .",O O O O O O O O O O O O O O O O O O
"При цьому в порівнянні з груднем на 4 % зросла кількість бажаючих вколотися платною вакциною , зате на 12 % впала кількість бажаючих колотися вакциною безкоштовною .",O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Противників вакцинації відносно більше серед представників середньої вікової групи ( 30 - 49 років ) , жінок , жителів малих міст і тих , хто не боїться захворіти .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Коронавірус в Україні - останні новини :",O O B-LOC O O O O
"Станом на ранок середи , 20 січня , в Україні виявили ще 4383 хворих коронавірусом .",O O O O O O O O O B-LOC O O O O B-EVT O
"Захворіла за минулу добу 161 дитина і 239 медпрацівників .",O O O O O O O O O O
"13 січня глава МОЗ Максим Степанов заявив , що жорсткий карантин в Україні для боротьби з поширенням коронавірусу COVID - 19 не буде продовжений після 24 січня .",O O O B-ORG B-PER I-PER O O O O O O B-LOC O O O O B-EVT B-EVT I-EVT I-EVT O O O O O O O
"9 січня міністр охорони здоров'я Максим Степанов заявив , що в Україні з 8 січня введений не локдаун , а посилені карантинні обмеження .",O O O O O B-PER I-PER O O O O B-LOC O O O O O O O O O O O O
"Зараз ви переглядаєте новину « Українці зненавиділи локдаун і не хочуть колоти вакцину : соцопитування » .",O O O O O O O O O O O O O O O O O
"Інші новини коронавіруса читайте в розділі « Коронавірус » .",O O O O O O O O O O
"Якщо ви знайшли помилку , видiлiть її мишкою та натисніть Ctrl + Enter .",O O O O O O O O O O O O O O
"Якщо ви знайшли помилку , видiлiть її мишкою та натисніть Ctrl + Enter",O O O O O O O O O O O O O
"Вакцина проти грипу : коли і як щепитися під час COVID - 19 ‎",O O B-EVT O O O O O O O B-EVT I-EVT I-EVT O
"Євгенія Ковалевська",B-PER I-PER
"ВВС Україна",B-ORG B-LOC
"29 жовтня 2020",O O O
"На тлі пандемії коронавірусу цього року в Україні значно зріс попит на вакцинацію проти ‎сезонного грипу .",O O B-EVT B-EVT O O O B-LOC O O O O O O O B-EVT O
"Коли краще щепитися ?",O O O O
"Де це зробити та скільки коштує ця процедура ?",O O O O O O O O O
"Відповідаємо на найпоширеніші запитання про вакцинацію від сезонного ‎грипу під час коронавірусу .",O O O O O O O O O O O B-EVT O
"‎",O
"Чому потрібно вакцинуватися",O O O
"Вакцинація є найефективнішим способом для профілактики захворювання , кажуть лікарі .",O O O O O O O O O O O
"Щеплення проти ‎грипу не гарантує 100 % захисту від вірусу , але суттєво зменшує ризик захворіти або ‎перенести грип в тяжкій формі .",O O O O O O O O O O O O O O O O O O B-EVT O O O O
"Грип може призвести до тяжких ускладнень і навіть смерті .",B-EVT O O O O O O O O O
"А також збільшує ризик ‎інфаркту чи інсульту .",O O O O O O B-EVT O
"За інформацією Міністерство охорони здоров'я , щеплення проти грипу зменшує ймовірність ‎смерті від вірусу на 80 % , а ймовірність тяжкого перебігу захворювання та ускладнень - на ‎ ‎ 60 % .",O O B-ORG I-ORG I-ORG O O O B-EVT O O O O O O O O O O O O O O O O O O O O O O O
"Всесвітня організація охорони здоров'я прогнозує , що цього сезону в Україні ‎циркулюватиме чотири штами грипу .",B-ORG I-ORG I-ORG I-ORG O O O O O O B-LOC O O O B-EVT O
"Наближення зими та зростання кількості хворих на коронавірус спричинили ажіотаж на ‎вакцинацію проти грипу .",O O O O O O O B-EVT O O O O O B-EVT O
"‎ "" Попит на щеплення цього року величезний , навіть попри страхи на тлі ковіду .",O O O O O O O O O O O O O O B-EVT O
"Додайте ‎сюди ще затримку постачання вакцин та цілком логічні побоювання людей захворіти ‎одночасно на грип та коронавірус "" , - розповідає сімейна лікарка Дарина Дмитрієвська .",O O O O O O O O O O O O O O B-EVT O B-EVT O O O O O O B-PER I-PER O
"‎ Кому потрібно вакцинуватися у першу чергу",O O O O O O O
"Першочергово щепитися від грипу треба людям , які входять до "" групи ризику "" .",O O O B-EVT O O O O O O O O O O O
"Це люди , які ‎багато контактують з іншими й мають більші шанси заразитися : медики , вчителі та ‎вихователі , поліцейські та продавці .",O O O O O O O O O O O O O O O O O O O O O O O O
"Також вакцинуватися проти грипу радять дітям до 5 років , вагітним жінкам на будь-якому ‎терміні , людям старшого віку , а також тим , у кого є хронічні захворювання .",O O O B-EVT O O O O O O O O O O O O O O O O O O O O O O O O O O
"‎ Протипоказання до щеплення",O O O O
"Істинних протипоказань до вакцинації практично немає , каже кандидат медичних наук , ‎імунолог Федір Лапій .",O O O O O O O O O O O O O B-PER I-PER O
"Винятком є лише тяжка алергічна реакція на попередні дози вакцини .",O O O O O O O O O O O
"‎ "" Також тимчасово відкладають щеплення на період високодозової хімієтерапії , ‎імуносупресивної терапії .",O O O O O O O O O O O O O O
"Однак у період ремісії пацієнтам варто щепитись "" , - додає лікарка ‎ Дарина Дмитрієвська .",O O O O O O O O O O O O B-PER I-PER I-PER O
"Вакцини проти грипу протипоказані дітям до 6 місяців .",O O B-EVT O O O O O O
"Щеплювати дітей можна з пів року .",O O O O O O O
"Щеплення не робитимуть , якщо людина має застуду , що супроводжується високою ‎температурою .",O O O O O O O B-EVT O O O O O O
"Про протипоказання та застереження щодо вакцинації пацієнту має сказати лікар після огляду .",O O O O O O O O O O O O O
"‎ "" Треба розуміти , що вакцина є безпечною , бо не містить живих вірусів "" , - пояснює імунолог .",O O O O O O O O O O O O O O O O O O O O O
"Водночас , за його словами , у ситуації зі стрімким поширенням коронавірусу застереженням ‎до вакцинації може бути необхідність відвідати медзаклад , який , попри заходи безпеки , все ‎одно є місцем перебування багатьох людей .",O O O O O O O O O O O B-EVT O O O O O O O O O O O O O O O O O O O O O O O
"Коли робити щеплення",O O O
"Вакцинуватися проти грипу можна протягом всього епідсезону — з осені до весни .",O O B-EVT O O O O O O O O O O
"‎ Найкраще це зробити до початку циркуляції вірусів , тобто у вересні - жовтні .",O O O O O O O O O O O O O O O
"Але навіть на початку листопада щепитися ще не пізно , запевняє лікарка Дарина Дмитрієвська .",O O O O O O O O O O O O B-PER I-PER O
"‎ "" Високий "" сезон грипу починається десь у грудні - січні .",O O O O O B-EVT O O O O O O O
"Вакцинуватись можна аж до ‎середини весни .",O O O O O O O
"Але чим раніше , тим краще , тому що максимальний імунітет з'являється ‎ впродовж 3 - 4 тижнів "" , - пояснює лікарка",O O O O O O O O O O O O O O O O O O O O O O O
"Вірус мутує , тому вакцинуватися проти грипу треба щороку .",O O O O O O B-EVT O O O
"‎ Які вакцини є в Україні",O O O O O B-LOC
"Цього року в Україну поставили 665 тисяч доз вакцини , повідомили в Міністерстві охорони ‎здоров'я .",O O O B-LOC O O O O O O O O B-ORG I-ORG I-ORG O
"Зокрема це "" Ваксігрип Тетра "" ( Франція ) , "" Інфлувак "" ( Нідерланди ) та "" Джісі Флю "" ( Південна ‎ Корея ) .",O O B-PRO I-PRO I-PRO I-PRO O B-LOC O O B-PRO I-PRO I-PRO O B-LOC O O B-PRO I-PRO I-PRO I-PRO O B-LOC I-LOC I-LOC O O
"Ці вакцини захищають від трьох і чотирьох штамів вірусу грипу .",O O O O O O O O O B-EVT O
"Вакцинуватися можна і рекомендують будь-якою доступною вакциною з вищеназваних .",O O O O O O O O O O
"‎ В Україні вакцинація від грипу не входить до державної програми , тобто щепитися доведеться своїм коштом .",O O B-LOC O O B-EVT O O O O O O O O O O O O
"‎  Можливість людей отримати щеплення від грипу обмежена кількістю доз вакцини , яка ‎ввозиться на територію України .",O O O O O O O B-EVT O O O O O O O O O B-LOC O
"А кількість доз замовляється дистриб'ютором "" , - пояснює ‎імунолог Федір Лапій .",O O O O O O O O O O B-PER I-PER O
"‎ Водночас цього року Україна отримає на 150 тисяч доз вакцин більше , аніж попереднього .",O O O O B-LOC O O O O O O O O O O O
"‎ Як і де щепитися",O O O O O
"Якщо ви вирішили прищепитися проти грипу , обов'язково проконсультуйтеся зі своїм ‎сімейним лікарем .",O O O O O B-EVT O O O O O O O O
"Він огляне вас і скаже , чи немає протипоказань чи застережень до ‎вакцинації .",O O O O O O O O O O O O O O
"Також лікар мав би виписати вам рецепт на вакцину від грипу , адже , як нагадує Федір ‎ Лапій , вакцини , як і антибіотики , є рецептурними препаратами у нашій країни .",O O O O O O O O O O B-EVT O O O O O B-PER I-PER I-PER O O O O O O O O O O O O O O
"Але аптеки ‎продають їх без рецепту .",O O O O O O O
"Лікар зможе підказати вам , де придбати вакцину і як правильно її привезти .",O O O O O O O O O O O O O O
"Під час ‎транспортування і зберігання вакцини має бути дотриманий холодовий ланцюг - це ‎температура у межах + 2 - + 8 С .",O O O O O O O O O O O O O O O O O O O O O O O
"Вакцина проти грипу боїться не тепла , а заморожування .",O O B-EVT O O O O O O O
"Тому везти вакцину з аптеки до поліклініки потрібно у спеціальному контейнері .",O O O O O O O O O O O O
"Їх можна ‎придбати або орендувати в аптеці .",O O O O O O O O
"Такі контейнери можуть бути і в деяких медзакладах .",O O O O O O O O O
"Обов'язково збережіть чек , на якому видно час , коли ви придбали вакцину .",O O O O O O O O O O O O O O
"Найкраще , ‎зробити щеплення у той самий день .",O O O O O O O O O
"Також щеплення від грипу можна зробити в приватних клініках .",O O O B-EVT O O O O O O
"Вони самостійно ‎закуповують вакцину і вам не потрібно буде ні про що турбуватися .",O O O O O O O O O O O O O O
"Єдине - ціна буде вдвічі ‎більшою .",O O O O O O O
"Скільки коштує щеплення",O O O
"Вакцинація проти грипу є добровільною .",O O B-EVT O O O
"Вона коштуватиме від 300 до 1500 гривень .",O O O O O O O O
"Федір Лапій розповідає , що купив вакцину для усієї сім'ї по 336 гривень одразу , як нова ‎партія надійшла до аптеки у середині жовтня .",B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O
"За словами аптекарки , вакцини "" розлетілися "" ‎впродовж 40 хвилин з моменту повідомлення про їх наявність .",O O O O O O O O O O O O O O O O O O
"На сайті одного з сервісів замовлення ліків онлайн у жодній з аптек Києва вакцини проти ‎грипу станом на 28 жовтня знайти не вдалося .",O O O O O O O O O O O O B-LOC O O O O O O O O O O O
"Вказано , що вакцина є в інших ‎обласних центрах України .",O O O O O O O O O B-LOC O
"‎ "" Тут є варіанти , — запевняє імунолог .",O O O O O O O O O O
"- До сезону грипу готуються чимало приватних ‎закладів , які резервують вакцини .",O O O B-EVT O O O O O O O O O
"І дистриб'ютор має перед ними певні зобов'язання "" .",O O O O O O O O O
"Якщо вакцини відсутні в аптеці , то їх варто шукати в приватних медичних закладах .",O O O O O O O O O O O O O O O
"Це ‎коштує дорожче , адже заклад робить націнку за послугу .",O O O O O O O O O O O
"Вакцинуватися проти грипу в ‎приватній клініці Києва коштуватиме від 700 до 1500 гривень .",O O B-EVT O O O B-LOC O O O O O O O
"У цю суму в деяких закладах уже включена консультація лікаря .",O O O O O O O O O O O
"Якщо ви плануєте вакцинуватися у приватній клініці , то можете записатися на певний час , ‎прийти і одразу вакцинуватися , адже вакцини вже там є .",O O O O O O O O O O O O O O O O O O O O O O O O O O
"‎ Чи щеплення від грипу захистить від COVID - 19 ?",O O O O B-EVT O O B-EVT I-EVT I-EVT O
"Щеплення проти грипу не захистить вас від коронавірусу , як і не гарантує цілковитого ‎захисту від грипу .",O O B-EVT O O O O B-EVT O O O O O O O O B-EVT O
"Окрім того , можна одночасно захворіти на грип і COVID - 19 .",O O O O O O O B-EVT O B-EVT I-EVT I-EVT O
"Таке поєднання вірусів може ‎подовжити терміни лікування і спричинити ускладнення .",O O O O O O O O O O O
"Тому поки вакцину проти коронавірусу лише розробляють , можна скористатися доступними ‎засобами і вакцинуватися від грипу .",O O O O B-EVT O O O O O O O O O O B-EVT O
"Хочете отримувати головні новини в месенджер ?",O O O O O O O
"Підписуйтеся на наш Telegram або Viber !‎‎",O O O B-PRO O B-PRO O
"У Білорусі почалася вакцинація від коронавірусу російською вакциною",O B-LOC O O O B-EVT O O
"У Білорусь прибула перша партія російської вакцини « Спутник V » , повідомило Міністерство охорони здоров’я й оголосило про початок вакцинації в країні .",O B-LOC O O O O O B-PRO I-PRO I-PRO I-PRO O O B-ORG I-ORG I-ORG O O O O O O O O
"« Сьогодні у нас почнеться новий етап – масова вакцинація проти COVID - 19 .",O O O O O O O O O O O B-EVT I-EVT I-EVT O
"Першими будуть вакциновані медичні працівники , педагоги й ті фахівці , яким у силу особливостей професії доводиться багато контактувати з людьми .",O O O O O O O O O O O O O O O O O O O O O O
"Вакцинація буде проводитися в добровільному порядку » , – повідомив міністр охорони здоров’я Дмитро Піневич , йдеться в повідомленні в офіційному телеграм - каналі білоруського МОЗ .",O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O O B-ORG O
"Він додав , що в країні створена система зберігання вакцини , а також закуплене спеціальне медичне морозильне обладнання , що дозволяє транспортувати вакцину .",O O O O O O O O O O O O O O O O O O O O O O O O
"Голова МОЗ Білорусі подякував російській стороні « за активну взаємодію та стратегічне співробітництво у вирішенні цього питання » .",O B-ORG I-ORG O O O O O O O O O O O O O O O O
"Міністр охорони здоров’я Росії Михайло Мурашко зазначив , що « швидкий доступ Білорусі до російської вакцини став можливим завдяки ефективній роботі білоруської регуляторної системи » .",O O O B-LOC B-PER I-PER O O O O O O B-LOC O O O O O O O O O O O O O
"Білорусь стала першою іноземною державою , де офіційно зареєстрували вакцину , наголосив гендиректор Російського фонду прямих інвестицій ( РФПІ ) Кирило Дмитрієв .",B-LOC O O O O O O O O O O O O O O O O O O O B-PER I-PER O
"« Сьогодні Білорусь також стала першою країною , де починається широка вакцинація населення препаратом « Спутник V » .",O O B-LOC O O O O O O O O O O O B-PRO I-PRO I-PRO I-PRO O
"Наступним етапом співпраці РФПІ і партнерів стане організація випуску готової форми вакцини в Білорусі , що істотно спростить логістику , дозволить прискорити темпи вакцинації і розширити профілактику захворювання » , – додав він .",O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O
"Вакцинація в Білорусі почалася трохи раніше від запланованого терміну .",O O B-LOC O O O O O O O
"Офіційні особи обох країн заявляли , що перша партія вакцини « Спутник V » надійде в Білорусь на початку 2021 року .",O O O O O O O O O O B-PRO I-PRO I-PRO I-PRO O O B-LOC O O O O O
"« Ми плануємо вакцинувати 1 , 2 млн населення в січні , лютому , березні і квітні , а потім вийти на показник в 5 - 5 , 5 млн щеплених від коронавірусної інфекції .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EVT I-EVT O
"Більше , напевно , ні , тому що не стоїть питання тотальної імунізації .",O O O O O O O O O O O O O O
"Питання не в грошах , а в доцільності і протипоказаннях » , – цитує TUT .",O O O O O O O O O O O O O O O O
"BY Дмитра Піневича .",O B-PER I-PER O
"Посвідчення російського МОЗ « Спутник V » отримав 11 серпня .",O B-ORG I-ORG B-PRO I-PRO I-PRO I-PRO O O O O
"З жовтня вакцину почали випробовувати на білоруських добровольцях , всього в дослідженні взяли участь 100 осіб .",O O O O O O O O O O O O O O O O O
"Виробництво російської вакцини в Білорусі планують почати в другому кварталі 2021 року .",O O O O B-LOC O O O O O O O O
"Євросоюз замовить ще одну велику партію вакцини проти COVID - 19 : скільки планують закупити",B-ORG O O O O O O O B-EVT I-EVT I-EVT O O O O
"Як зазначила фон дер Ляєн , зараз Євросоюз має 200 мільйонів доз вакцини від коронавірусу .",O O B-PER I-PER I-PER O O B-ORG O O O O O O B-EVT O
"Європейський Союз вирішив замовити в компаній Pfizer та BioNTech ще одну велику партію вакцини від коронавірусу .",B-ORG I-ORG O O O O B-ORG O B-ORG O O O O O O B-EVT O
"Планується закупити ще 100 мільйонів доз COVID - вакцини , якою вже щеплюють жителів Євросоюзу , заявила глава Європейської комісії Урсула фон дер Ляєн .",O O O O O O B-EVT O O O O O O O B-LOC O O O B-ORG I-ORG B-PER I-PER I-PER I-PER O
"We decided to take an additional 100 million doses of the # BioNTech / @Pfizer vaccine , which is already being used to vaccinate people across the EU .",O O O O O O O O O O O O B-ORG O O O O O O O O O O O O O O B-ORG O
"We will therefore have 300 million doses of this vaccine , which was assessed as safe and effective .",O O O O O O O O O O O O O O O O O O O
"More vaccines will follow !",O O O O O
""" Так , у нас буде 300 мільйонів доз вакцини , яка була оцінена як безпечна й ефективна .",O O O O O O O O O O O O O O O O O O O
"Далі будуть й інші вакцини від коронавірусу "" , — написала очільниця Єврокомісії на сторінці у Twitter у вівторок , 29 грудня .",O O O O O O B-EVT O O O O O B-ORG O O O B-PRO O O O O O O
"Нагадаємо , що масову вакцинацію від коронавірусу у Євросоюзі розпочали від 27 грудня .",O O O O O O B-EVT O B-LOC O O O O O
"У першу хвилю щеплень потрапили літні люди та працівники медичних закладів .",O O O O O O O O O O O O
"Голова Єврокомісії Урсула фон дер Ляєн запевняє , вакцини вистачить на усіх .",O B-ORG B-PER I-PER I-PER I-PER O O O O O O O
"За її словами , ЄС готовий поділитися з іншими країнами .",O O O O B-LOC O O O O O O
"У сусідній Польщі триватиме жорсткий карантин , а у новорічну ніч буде комендантська година .",O O B-LOC O O O O O O O O O O O O
"Повний двотижневий локдаун запровадили в Ізраїлі .",O O O O O B-LOC O
"Для в'їзду до Туреччини необхідно мати негативний тест на коронавірус .",O O O B-LOC O O O O O B-EVT O
"Євросоюз почав масову вакцинацію .",B-ORG O O O O
"У першу хвилю щеплень потрапили літні люди та працівники медичних закладів .",O O O O O O O O O O O O
"За яких умов відбувалася вакцинація та хто отримав перші щеплення - дивіться у нашому сюжеті .",O O O O O O O O O O O O O O O O
"Bloomberg : Вакцина Китаю від COVID - 19 ефективна на 86 %",B-ORG O O B-LOC O B-EVT I-EVT I-EVT O O O O
"В ОАЕ вже збираються використати китайський препарат для проведення масових щеплень і повного відкриття своєї економіки .",O B-LOC O O O O O O O O O O O O O O O
"ОАЕ збирається використати китайську вацину від коронавірусу / Reuters",B-LOC O O O O O B-EVT O B-ORG
"Вакцина від коронавірусу , розробку якої підтримує уряд Китаю , змогла захистити 86 % учасників клінічних випробувань в ОАЕ .",O O B-EVT O O O O O B-LOC O O O O O O O O O B-LOC O
"Про це повідомили державні ЗМІ арабської країни зауваживши , що китайський препарат був розроблений надзвичайно швидко .",O O O O O O O O O O O O O O O O O
"Читайте також "" Я б ще трохи почекав "" : лікар з Ізраїлю прокоментував появу вакцин від COVID - 19Пекін збирається поширювати його в країнах , що розвиваються , - пише Bloomberg .",O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O B-ORG O
"Всього в клінічних випробуваннях взяли участь 31 тисяча добровольців .",O O O O O O O O O O
"Препарат виявився дуже ефективним у не допущенні початку захворювання на COVID - 19 у важкій і помірній формі .",O O O O O O O O O O B-EVT I-EVT I-EVT O O O O O O
"Жодних серйозних проблем з безпечністю теж не було зафіксовано , - зауважили в Міністерстві профілактики й охорони здоров'я ОАЕ .",O O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O
"У відомстві також зауважили , що успіх випробувань відкриває шлях до широкого застосування китайської вакцини в країні .",O O O O O O O O O O O O O O O O O O
"Це дозволить відновити економічну активність ОАЕ .",O O O O O B-LOC O
"Препарат розробила компанія Sinopharm , яка входить в структуру China National Biotec Group ( CNBG ) .",O O O B-ORG O O O O O B-ORG I-ORG I-ORG I-ORG O B-ORG O O
"В самому Китаї її вже отримали сотні тисяч людей , згідно з дозволом на надзвичайне використання .",O O B-LOC O O O O O O O O O O O O O O
"Однак , жоден регулятор ще не схвалив її широке використання .",O O O O O O O O O O O
"Bloomberg пише , що ефективність на рівні 86 % робить китайську розробку однією з найбільш дієвих у світі .",B-ORG O O O O O O O O O O O O O O O O O O
"Цілком можливо , що саме препарат CNBG буде використаний для вакцинації у країнах , що розвиваються , замість західних аналогів .",O O O O O O B-ORG O O O O O O O O O O O O O O
"Індонезія й Пакистан вже підписали угоди про закупівлю доз .",B-LOC O B-LOC O O O O O O O
"На відміну від вакцин Pfizer і Moderna , які показали ефективність вище 90 % , китайська розробка не потребує зберігання при екстремально низьких температурах .",O O O O B-ORG O B-ORG O O O O O O O O O O O O O O O O O O
"Її можна транспортувати й зберігати в звичайних холодильниках .",O O O O O O O O O
"Читайте такожВакцина проти коронавірусу індонезійської компанії показала ефективність 97 % Тим часом , в Китаї триває розробка ще двох вакцин від COVID - 19 .",O O O B-EVT O O O O O O O O O O B-LOC O O O O O O B-EVT I-EVT I-EVT O
"Процес зараз на завершальному етапі глобальних випробувань .",O O O O O O O O
"Одна з них - розробка компанії Sinovac Biotech .",O O O O O O B-ORG I-ORG O
"Компанія вже закінчила третій етап клінічних випробувань , які були проведені в Бразилії , й зараз займається їхнім аналізом .",O O O O O O O O O O O O B-LOC O O O O O O O
"Дані про її ефективність будуть опубліковані в найближчі дні .",O O O O O O O O O O
"Вакцини від Pfizer і Moderna : що про них відомо ?",O O B-ORG O B-ORG O O O O O O
"Розробники сказали , що ефективність вакцини перевершила їхні очікування .",O O O O O O O O O O
"Однак , вона ще не буде масово доступною ще кілька місяців , можливо до весни .",O O O O O O O O O O O O O O O O
"Тиждень тому , компанія Pfizer , яка співпрацює з BioNTech , оголосила , що їхня вакцина є на більш ніж на 90 % ефективною .",O O O O B-ORG O O O O B-ORG O O O O O O O O O O O O O O O
